ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues	Group	Name	Class
1778741000033118	39107511000001112	Nifedipine 30mg modified-release capsules	Nifedipine 30mg modified-release capsules	Modified-release capsule	Oral	Nifedipine	30.000mg	2060200	300000	Mono	Nifedipine	CCB
1778841000033111	38896511000001104	Nifedipine 60mg modified-release capsules	Nifedipine 60mg modified-release capsules	Modified-release capsule	Oral	Nifedipine	60.000mg	2060200	100000	Mono	Nifedipine	CCB
1800341000033113	39023711000001112	Diltiazem 360mg modified-release capsules	Diltiazem 360mg modified-release capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	360.000mg	2060200	60000	6 month exclusion	Diltiazem	CCB
1820441000033113	NA	Adipine LA 60 M/R tablets 60 mg							300	Mono	Nifedipine	CCB
1820541000033114	NA	Adipine LA 30 M/R tablets 30 mg							200	Mono	Nifedipine	CCB
1833041000033110	105211000001107	Zemtard 120 XL capsules (Galen Ltd)	Zemtard 120 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	80000	6 month exclusion	Diltiazem	CCB
1833141000033114	813611000001103	Zemtard 180 XL capsules (Galen Ltd)	Zemtard 180 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	80000	6 month exclusion	Diltiazem	CCB
1833241000033119	345411000001107	Zemtard 240 XL capsules (Galen Ltd)	Zemtard 240 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	60000	6 month exclusion	Diltiazem	CCB
1833341000033112	866811000001107	Zemtard 300 XL capsules (Galen Ltd)	Zemtard 300 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	40000	6 month exclusion	Diltiazem	CCB
1833541000033117	525311000001101	Verapress MR 240mg tablets (Dexcel-Pharma Ltd)	Verapress MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	8000	Mono	Verapamil	Verapamil
1834341000033110	3887911000001109	Triapin 5mg/5mg modified-release tablets (Sanofi)	Triapin 5mg/5mg modified-release tablets	Modified-release tablet	Oral	Felodipine/ Ramipril	5.000mg + 5.000mg	2050501	7000	Combo	Combo	Combo
1849541000033118	318986004	Telmisartan 40mg tablets	Telmisartan 40mg tablets	Tablet	Oral	Telmisartan	40.000mg	2050502	1000000	Mono	Telmisartan	ARB
1849641000033117	318987008	Telmisartan 80mg tablets	Telmisartan 80mg tablets	Tablet	Oral	Telmisartan	80.000mg	2050502	900000	Mono	Telmisartan	ARB
1849741000033114	924911000001106	Micardis 40mg tablets (Boehringer Ingelheim Ltd)	Micardis 40mg tablets	Tablet	Oral	Telmisartan	40.000mg	2050502	20000	Mono	Telmisartan	ARB
1849841000033116	527411000001102	Micardis 80mg tablets (Boehringer Ingelheim Ltd)	Micardis 80mg tablets	Tablet	Oral	Telmisartan	80.000mg	2050502	10000	Mono	Telmisartan	ARB
1893141000033119	318806002	Co-zidocapt 12.5mg/25mg tablets	Co-zidocapt 12.5mg/25mg tablets	Tablet	Oral	Captopril/ Hydrochlorothiazide	25.000mg + 12.500mg	2050501	3000	Combo	Combo	Combo
1893241000033114	318807006	Co-zidocapt 25mg/50mg tablets	Co-zidocapt 25mg/50mg tablets	Tablet	Oral	Captopril/ Hydrochlorothiazide	50.000mg + 25.000mg	2050501	30000	Combo	Combo	Combo
1918641000033112	448611000001106	Pralenal 2.5 tablets (Opus Pharmaceuticals Ltd)	Pralenal 2.5 tablets	Tablet	Oral	Enalapril maleate	2.500mg	2050501	50	ever exclusion	Enalapril	ACE
1918741000033115	578511000001100	Pralenal 5 tablets (Opus Pharmaceuticals Ltd)	Pralenal 5 tablets	Tablet	Oral	Enalapril maleate	5.000mg	2050501	200	ever exclusion	Enalapril	ACE
1918841000033113	761411000001101	Pralenal 10 tablets (Opus Pharmaceuticals Ltd)	Pralenal 10 tablets	Tablet	Oral	Enalapril maleate	10.000mg	2050501	100	ever exclusion	Enalapril	ACE
1918941000033117	508511000001105	Pralenal 20 tablets (Opus Pharmaceuticals Ltd)	Pralenal 20 tablets	Tablet	Oral	Enalapril maleate	20.000mg	2050501	100	ever exclusion	Enalapril	ACE
2036341000033115	318994006	Eprosartan 300mg tablets	Eprosartan 300mg tablets	Tablet	Oral	Eprosartan mesilate	300.000mg	2050502	200000	Mono	Eprosartan	ARB
2036441000033114	318995007	Eprosartan 400mg tablets	Eprosartan 400mg tablets	Tablet	Oral	Eprosartan mesilate	400.000mg	2050502	200000	Mono	Eprosartan	ARB
2036541000033110	318996008	Eprosartan 600mg tablets	Eprosartan 600mg tablets	Tablet	Oral	Eprosartan mesilate	600.000mg	2050502	500000	Mono	Eprosartan	ARB
2040841000033113	401211000001105	Teveten 300mg tablets (Viatris UK Healthcare Ltd)	Teveten 300mg tablets	Tablet	Oral	Eprosartan mesilate	300.000mg	2050502	8000	Mono	Eprosartan	ARB
2040941000033117	151411000001103	Teveten 400mg tablets (Abbott Healthcare Products Ltd)	Teveten 400mg tablets	Tablet	Oral	Eprosartan mesilate	400.000mg	2050502	4000	Mono	Eprosartan	ARB
2041041000033110	872011000001109	Teveten 600mg tablets (Viatris UK Healthcare Ltd)	Teveten 600mg tablets	Tablet	Oral	Eprosartan mesilate	600.000mg	2050502	10000	Mono	Eprosartan	ARB
2051241000033116	309611000001102	Coroday MR 20mg tablets (Viatris UK Healthcare Ltd)	Coroday MR 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		200	Mono	Nifedipine	CCB
2129041000033118	740811000001102	Cordilox MR 240mg tablets (Teva UK Ltd)	Cordilox MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	3000	Mono	Verapamil	Verapamil
2145741000033116	533511000001106	Tanatril 20mg tablets (Northumbria Pharma Ltd)	Tanatril 20mg tablets	Tablet	Oral	Imidapril hydrochloride	20.000mg	2050501	1000	ever exclusion	Imidapril	ACE
2145841000033114	318942009	Imidapril 20mg tablets	Imidapril 20mg tablets	Tablet	Oral	Imidapril hydrochloride	20.000mg	2050501	30000	ever exclusion	Imidapril	ACE
2189541000033117	280811000001100	Nifopress Retard 20mg tablets (Advanz Pharma)	Nifopress Retard 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		6000	Mono	Nifedipine	CCB
2216141000033115	792411000001108	CoAprovel 150mg/12.5mg tablets (Sanofi)	CoAprovel 150mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 150.000mg	2050502	60000	Combo	Combo	Combo
2216241000033110	682711000001109	CoAprovel 300mg/12.5mg tablets (Sanofi)	CoAprovel 300mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 300.000mg	2050502	80000	Combo	Combo	Combo
2261241000033118	550211000001104	Slozem 300mg capsules (Zentiva Pharma UK Ltd)	Slozem 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	200000	6 month exclusion	Diltiazem	CCB
2272641000033119	134463001	Telmisartan 20mg tablets	Telmisartan 20mg tablets	Tablet	Oral	Telmisartan	20.000mg	2050502	400000	Mono	Telmisartan	ARB
2272741000033111	648711000001100	Micardis 20mg tablets (Boehringer Ingelheim Ltd)	Micardis 20mg tablets	Tablet	Oral	Telmisartan	20.000mg	2050502	8000	Mono	Telmisartan	ARB
2295641000033116	627111000001104	Calchan MR 10 tablets (Ranbaxy (UK) Ltd)	Calchan MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg		5000	Mono	Nifedipine	CCB
2295741000033113	17011000001100	Calchan MR 20 tablets (Ranbaxy (UK) Ltd)	Calchan MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		10000	Mono	Nifedipine	CCB
2639341000033117	9096811000001100	Nifedipine 20mg/ml oral drops	Nifedipine 20mg/ml oral drops	Oral drops	Oral	Nifedipine	20.000mg/1.000ml		1000	Mono	Nifedipine	CCB
2641041000033116	4129511000001107	Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Zolvera 40mg/5ml oral solution	Oral solution	Oral	Verapamil hydrochloride	8.000mg/1.000ml	2060200	50	Mono	Verapamil	Verapamil
2653341000033118	2886511000001108	Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 200mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	200.000mg	2060200	200000	6 month exclusion	Diltiazem	CCB
2656341000033110	8351811000001102	Captopril 5mg/5ml oral suspension	Captopril 5mg/5ml oral suspension	Oral suspension	Oral	Captopril	1.000mg/1.000ml		6000	ever exclusion	Captopril	ACE
2674841000033110	469811000001106	Disogram SR 60mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	2060200	1000	6 month exclusion	Diltiazem	CCB
2674941000033119	256611000001109	Disogram SR 90mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	2000	6 month exclusion	Diltiazem	CCB
2675041000033119	116711000001106	Disogram SR 120mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	2000	6 month exclusion	Diltiazem	CCB
2675341000033117	713411000001103	Disogram SR 180mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	1000	6 month exclusion	Diltiazem	CCB
2675641000033113	108711000001107	Disogram SR 240mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	2000	6 month exclusion	Diltiazem	CCB
2676041000033111	34711000001104	Disogram SR 300mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	1000	6 month exclusion	Diltiazem	CCB
2719841000033113	8348311000001101	Captopril 20mg/5ml oral suspension	Captopril 20mg/5ml oral suspension	Oral suspension	Oral	Captopril	4.000mg/1.000ml		800	ever exclusion	Captopril	ACE
2720141000033115	407784004	Losartan 100mg tablets	Losartan 100mg tablets	Tablet	Oral	Losartan potassium	100.000mg	2050502	10000000	Mono	Losartan	ARB
2720241000033110	245811000001102	Cozaar 100mg tablets (Organon Pharma (UK) Ltd)	Cozaar 100mg tablets	Tablet	Oral	Losartan potassium	100.000mg	2050502	50000	Mono	Losartan	ARB
2724541000033115	NA	Ramipril Titration pack 7 x 2.5 mg, 21 x 5 mg, 7 x 10 mg							60000	ever exclusion	Ramipril	ACE
2724641000033119	3042211000001107	Tritace titration pack capsules (Sanofi)	Tritace titration pack capsules	Not applicable				2050501	2000	ever exclusion	Ramipril	ACE
2739541000033117	562511000001109	Coversyl Plus tablets (Servier Laboratories Ltd)	Coversyl Plus tablets	Tablet	Oral	Indapamide/ Perindopril erbumine	1.250mg + 4.000mg	2050501	50000	Combo	Combo	Combo
2776541000033111	2881811000001101	Hypolar XL 30 tablets (Sandoz Ltd)	Hypolar XL 30 tablets	Modified-release tablet	Oral	Nifedipine	30.000mg		400	Mono	Nifedipine	CCB
2779141000033112	540011000001107	Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg		2000	6 month exclusion	Diltiazem	CCB
2779241000033117	764511000001100	Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg		700	6 month exclusion	Diltiazem	CCB
2779341000033110	580711000001101	Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg		700	6 month exclusion	Diltiazem	CCB
2845841000033119	3634111000001100	Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd)	Ranvera MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg		300	Mono	Verapamil	Verapamil
2846641000033111	3803711000001101	Coversyl 8mg tablets (Servier Laboratories Ltd)	Coversyl 8mg tablets	Tablet	Oral	Perindopril erbumine	8.000mg	2050501	7000	ever exclusion	Perindopril	ACE
2846741000033119	374667004	Perindopril erbumine 8mg tablets	Perindopril erbumine 8mg tablets	Tablet	Oral	Perindopril erbumine	8.000mg	2050501	8000000	ever exclusion	Perindopril	ACE
2864241000033110	3806311000001109	MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)	MicardisPlus 40mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg	2050502	20000	Combo	Combo	Combo
2864341000033117	3806911000001105	MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd)	MicardisPlus 80mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg	2050502	30000	Combo	Combo	Combo
2883341000033118	8720911000001100	Ramipril 5mg/5ml oral suspension	Ramipril 5mg/5ml oral suspension	Oral suspension	Oral	Ramipril	1.000mg/1.000ml		8000	ever exclusion	Ramipril	ACE
2890641000033116	7418511000001104	Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd)	Vera-Til SR 120mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	120.000mg		8000	Mono	Verapamil	Verapamil
2890741000033113	7418711000001109	Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd)	Vera-Til SR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg		2000	Mono	Verapamil	Verapamil
2920141000033113	8793111000001101	Diltiazem 2% cream	Diltiazem 2% cream	Cream	Transdermal	Diltiazem hydrochloride	20.000mg/1.000gram		60000	6 month exclusion	Diltiazem	CCB
2928341000033114	673711000001107	Tensopril 12.5mg tablets (Teva UK Ltd)	Tensopril 12.5mg tablets	Tablet	Oral	Captopril	12.500mg	2050501	7	ever exclusion	Captopril	ACE
2928441000033115	597511000001109	Tensopril 25mg tablets (Teva UK Ltd)	Tensopril 25mg tablets	Tablet	Oral	Captopril	25.000mg	2050501	60	ever exclusion	Captopril	ACE
2928541000033119	653111000001108	Tensopril 50mg tablets (Teva UK Ltd)	Tensopril 50mg tablets	Tablet	Oral	Captopril	50.000mg	2050501	30	ever exclusion	Captopril	ACE
2928841000033117	3800311000001106	Cabren 2.5mg modified-release tablets (Teva UK Ltd)	Cabren 2.5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	2.500mg		300	Mono	Felodipine	CCB
2928941000033113	3800511000001100	Cabren 5mg modified-release tablets (Teva UK Ltd)	Cabren 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg		600	Mono	Felodipine	CCB
2929041000033116	3800711000001105	Cabren 10mg modified-release tablets (Teva UK Ltd)	Cabren 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg		300	Mono	Felodipine	CCB
2944541000033111	408055003	Olmesartan medoxomil 10mg tablets	Olmesartan medoxomil 10mg tablets	Tablet	Oral	Olmesartan medoxomil	10.000mg	2050502	1000000	Mono	Olmesartan	ARB
2944641000033112	385542009	Olmesartan medoxomil 20mg tablets	Olmesartan medoxomil 20mg tablets	Tablet	Oral	Olmesartan medoxomil	20.000mg	2050502	1000000	Mono	Olmesartan	ARB
2944741000033115	385543004	Olmesartan medoxomil 40mg tablets	Olmesartan medoxomil 40mg tablets	Tablet	Oral	Olmesartan medoxomil	40.000mg	2050502	500000	Mono	Olmesartan	ARB
2944841000033113	4624011000001101	Olmetec 10mg tablets (Daiichi Sankyo UK Ltd)	Olmetec 10mg tablets	Tablet	Oral	Olmesartan medoxomil	10.000mg	2050502	30000	Mono	Olmesartan	ARB
2944941000033117	4624311000001103	Olmetec 20mg tablets (Daiichi Sankyo UK Ltd)	Olmetec 20mg tablets	Tablet	Oral	Olmesartan medoxomil	20.000mg	2050502	30000	Mono	Olmesartan	ARB
2945041000033117	4624611000001108	Olmetec 40mg tablets (Daiichi Sankyo UK Ltd)	Olmetec 40mg tablets	Tablet	Oral	Olmesartan medoxomil	40.000mg	2050502	8000	Mono	Olmesartan	ARB
2945841000033112	221411000001104	Ecopace 12.5mg tablets (Advanz Pharma)	Ecopace 12.5mg tablets	Tablet	Oral	Captopril	12.500mg	2050501	5	ever exclusion	Captopril	ACE
2945941000033116	817411000001108	Ecopace 25mg tablets (Advanz Pharma)	Ecopace 25mg tablets	Tablet	Oral	Captopril	25.000mg	2050501	8	ever exclusion	Captopril	ACE
2946041000033114	767911000001101	Ecopace 50mg tablets (Advanz Pharma)	Ecopace 50mg tablets	Tablet	Oral	Captopril	50.000mg	2050501	1	ever exclusion	Captopril	ACE
2952341000033113	200811000001104	Zildil 90mg modified-release capsules (Healthcare Pharma Ltd)	Zildil 90mg modified-release capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg		1	6 month exclusion	Diltiazem	CCB
2952441000033119	655411000001104	Zildil SR 120mg capsules (Healthcare Pharma Ltd)	Zildil SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg		2	6 month exclusion	Diltiazem	CCB
2955041000033115	693311000001101	Valni 20 Retard tablets (Tillomed Laboratories Ltd)	Valni 20 Retard tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		1000	Mono	Nifedipine	CCB
2955141000033116	924711000001109	Zemret 180 XL capsules (Tillomed Laboratories Ltd)	Zemret 180 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg		1000	6 month exclusion	Diltiazem	CCB
2955241000033111	823511000001107	Zemret 240 XL capsules (Tillomed Laboratories Ltd)	Zemret 240 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg		700	6 month exclusion	Diltiazem	CCB
2955341000033118	640311000001101	Zemret 300 XL capsules (Tillomed Laboratories Ltd)	Zemret 300 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg		300	6 month exclusion	Diltiazem	CCB
2979941000033119	4785111000001103	Felotens XL 5mg tablets (Thornton & Ross Ltd)	Felotens XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	100000	Mono	Felodipine	CCB
2980041000033115	4785511000001107	Felotens XL 10mg tablets (Thornton & Ross Ltd)	Felotens XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	100000	Mono	Felodipine	CCB
2989541000033115	408040007	Ramipril 1.25mg tablets	Ramipril 1.25mg tablets	Tablet	Oral	Ramipril	1.250mg	2050501	500000	ever exclusion	Ramipril	ACE
2989641000033119	408050008	Ramipril 2.5mg tablets	Ramipril 2.5mg tablets	Tablet	Oral	Ramipril	2.500mg	2050501	1000000	ever exclusion	Ramipril	ACE
2989741000033111	408051007	Ramipril 5mg tablets	Ramipril 5mg tablets	Tablet	Oral	Ramipril	5.000mg	2050501	1000000	ever exclusion	Ramipril	ACE
2989841000033118	408052000	Ramipril 10mg tablets	Ramipril 10mg tablets	Tablet	Oral	Ramipril	10.000mg	2050501	2000000	ever exclusion	Ramipril	ACE
2989941000033114	5010511000001106	Tritace 1.25mg tablets (Sanofi)	Tritace 1.25mg tablets	Tablet	Oral	Ramipril	1.250mg	2050501	10000	ever exclusion	Ramipril	ACE
2990041000033116	5010811000001109	Tritace 2.5mg tablets (Sanofi)	Tritace 2.5mg tablets	Tablet	Oral	Ramipril	2.500mg	2050501	20000	ever exclusion	Ramipril	ACE
2990141000033117	5011111000001108	Tritace 5mg tablets (Sanofi)	Tritace 5mg tablets	Tablet	Oral	Ramipril	5.000mg	2050501	30000	ever exclusion	Ramipril	ACE
2990241000033112	5011411000001103	Tritace 10mg tablets (Sanofi)	Tritace 10mg tablets	Tablet	Oral	Ramipril	10.000mg	2050501	40000	ever exclusion	Ramipril	ACE
3012741000033115	8348511000001107	Captopril 25mg/5ml oral solution	Captopril 25mg/5ml oral solution	Oral solution	Oral	Captopril	5.000mg/1.000ml		8000	ever exclusion	Captopril	ACE
3014741000033111	410958005	Trandolapril 4mg capsules	Trandolapril 4mg capsules	Capsule	Oral	Trandolapril	4.000mg	2050501	200000	ever exclusion	Trandolapril	ACE
3014841000033118	5651611000001103	Gopten 4mg capsules (Abbott Laboratories Ltd)	Gopten 4mg capsules	Capsule	Oral	Trandolapril	4.000mg		3000	ever exclusion	Trandolapril	ACE
3034341000033117	5638311000001102	Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd)	Vascalpha 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	8000	Mono	Felodipine	CCB
3034441000033111	5638811000001106	Vascalpha 10mg modified-release tablets (Accord Healthcare Ltd)	Vascalpha 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	10000	Mono	Felodipine	CCB
3038041000033111	39732011000001104	Amlodipine 5mg tablets	Amlodipine 5mg tablets	Tablet	Oral	Amlodipine	5.000mg	2060200	60000000	Mono	Amlodipine	CCB
3038141000033110	39731911000001112	Amlodipine 10mg tablets	Amlodipine 10mg tablets	Tablet	Oral	Amlodipine	10.000mg	2060200	40000000	Mono	Amlodipine	CCB
3136041000033117	7385911000001108	Caralpha 10mg/12.5mg tablets (Actavis UK Ltd)	Caralpha 10mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg		6	Combo	Combo	Combo
3136141000033118	7385711000001106	Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)	Caralpha 20mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg		8	Combo	Combo	Combo
3152141000033115	8622611000001101	Lisinopril 5mg/5ml oral suspension	Lisinopril 5mg/5ml oral suspension	Oral suspension	Oral	Lisinopril	1.000mg/1.000ml		6000	ever exclusion	Lisinopril	ACE
3152541000033112	7668611000001104	Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Co-Diovan 160mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	12.500mg + 160.000mg	2050502	10000	Combo	Combo	Combo
3152641000033113	7668911000001105	Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)	Co-Diovan 160mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	25.000mg + 160.000mg	2050502	7000	Combo	Combo	Combo
3154841000033119	7887011000001104	Cardioplen XL 5mg tablets (Chiesi Ltd)	Cardioplen XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	400000	Mono	Felodipine	CCB
3154941000033110	7887511000001107	Cardioplen XL 10mg tablets (Chiesi Ltd)	Cardioplen XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	300000	Mono	Felodipine	CCB
3159741000033111	7948711000001102	Lopace 2.5mg capsules (Discovery Pharmaceuticals)	Lopace 2.5mg capsules	Capsule	Oral	Ramipril	2.500mg	2050501	40000	ever exclusion	Ramipril	ACE
3159841000033118	7948911000001100	Lopace 5mg capsules (Discovery Pharmaceuticals)	Lopace 5mg capsules	Capsule	Oral	Ramipril	5.000mg	2050501	50000	ever exclusion	Ramipril	ACE
3159941000033114	7949111000001105	Lopace 10mg capsules (Discovery Pharmaceuticals)	Lopace 10mg capsules	Capsule	Oral	Ramipril	10.000mg	2050501	70000	ever exclusion	Ramipril	ACE
3160641000033118	39693411000001104	Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets	Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Quinapril hydrochloride	12.500mg + 10.000mg	2050501	20000	Combo	Combo	Combo
3160841000033117	318884002	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg	2050501	300000	Combo	Combo	Combo
3160941000033113	318880006	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg	2050501	800000	Combo	Combo	Combo
3161141000033116	134461004	Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets	Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 150.000mg	2050502	200000	Combo	Combo	Combo
3161241000033111	134460003	Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets	Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 300.000mg	2050502	400000	Combo	Combo	Combo
3161441000033112	395521005	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	12.500mg + 160.000mg	2050502	200000	Combo	Combo	Combo
3161541000033113	409298002	Valsartan 160mg / Hydrochlorothiazide 25mg tablets	Valsartan 160mg / Hydrochlorothiazide 25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	25.000mg + 160.000mg	2050502	80000	Combo	Combo	Combo
3161641000033114	3437611000001100	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Tablet	Oral	Indapamide/ Perindopril erbumine	1.250mg + 4.000mg	2050501	300000	Combo	Combo	Combo
3161741000033117	318959004	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Losartan potassium	12.500mg + 50.000mg	2050502	400000	Combo	Combo	Combo
3162241000033117	39691911000001112	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Enalapril maleate/ Hydrochlorothiazide	20.000mg + 12.500mg	2050501	80000	Combo	Combo	Combo
3162641000033119	407855002	Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg	2050502	90000	Combo	Combo	Combo
3162741000033111	407856001	Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg	2050502	100000	Combo	Combo	Combo
3163041000033116	36149211000001104	Verapamil 180mg modified-release / Trandolapril 2mg capsules	Verapamil 180mg modified-release / Trandolapril 2mg capsules	Modified-release capsule	Oral	Trandolapril/ Verapamil hydrochloride	2.000mg + 180.000mg		9000	Combo	Combo	Combo
3163241000033112	318177008	Felodipine 5mg modified-release / Ramipril 5mg tablets	Felodipine 5mg modified-release / Ramipril 5mg tablets	Modified-release tablet	Oral	Felodipine/ Ramipril	5.000mg + 5.000mg	2050501	50000	Combo	Combo	Combo
3163341000033119	318176004	Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets	Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets	Modified-release tablet	Oral	Felodipine/ Ramipril	2.500mg + 2.500mg	2050501	8000	Combo	Combo	Combo
3177441000033110	4972811000001103	Felogen XL 5mg tablets (Viatris UK Healthcare Ltd)	Felogen XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	500	Mono	Felodipine	CCB
