prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group	Name	Class
47002	266105001000027104	00413021	Amlodipine 10mg/5ml sugar free Oral suspension	Amlodipine	10mg/5ml	Oral Suspension	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
47006	17024511000001106	77302020	Losartan 100mg tablets (Teva UK Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
47021	19877111000001100	00475021	Ramipril 2.5mg/5ml oral solution sugar free	Ramipril	500microgram/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
47027	116995001000027104	63403020	Nifedipine 10mg Modified-release tablet (Kent Pharmaceuticals Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47159	9810411000001104	71545020	Lisinopril 10mg tablets (Almus Pharmaceuticals Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
47217	232245001000027104	85924020	Adipine la 60mg Modified-release tablet (Chiesi Ltd)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47222	13924111000001102	75703020	Verapamil 120mg modified-release tablets (A A H Pharmaceuticals Ltd)	Verapamil hydrochloride	120mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
47230	9527111000001100	59413020	Verapamil 240mg modified-release tablets (Teva UK Ltd)	Verapamil hydrochloride	240mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
47285	185845001000027104	73272020	Nifedipine xl 60mg Tablet (Hillcross Pharmaceuticals Ltd)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47331	16666611000001104	77345020	Lercanidipine 10mg tablets (Mylan)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
47415	203125001000027104	77105020	Diltiazem sr 60mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47467	264975001000027104	99775020	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 25mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	40mg + 5mg + 25mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
47529	9096811000001100	98903020	Nifedipine 20mg/ml oral drops	Nifedipine	20mg/1ml	Oral drops	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47530	591411000001102	76823020	Horizem SR 60mg capsules (Horizon lifecare)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47573	18986711000001104	99783020	Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil	5mg + 12.5mg + 40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
47608	640311000001101	97279020	Zemret 300 XL capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47614	10639711000001104	60424020	Nifedipine 30mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47616	18987011000001100	99785020	Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil	10mg + 12.5mg + 40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
47707	247555001000027104	93331020	Nifedipine Oral solution	Nifedipine		Oral Solution	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47724	884811000001103	95577020	Bi-Carzem XL 240mg capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47727	18987311000001104	99789020	Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Hydrochlorothiazide/Amlodipine besilate	40mg + 25mg + 5mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
47732	924711000001109	97275020	Zemret 180 XL capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47887	10189311000001108	90567020	Nimodrel XL 60mg tablets (Zurich Pharmaceuticals)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
47996	8793211000001107	91943020	Diltiazem 2% gel	Diltiazem hydrochloride	20mg/1gram	Gel	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
47998	8266411000001107	68974020	Ramipril 2.5mg capsules (Actavis UK Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
48008	8267111000001104	68978020	Ramipril 5mg capsules (Actavis UK Ltd)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
48009	152785001000027104	68173020	Felodipine 5mg Modified-release tablet (Sandoz Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
48039	19485511000001100	78259020	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)	Hydrochlorothiazide/Losartan potassium	12.5mg + 100mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
48049	16631411000001104	76554020	Perindopril erbumine 2mg tablets (Mylan)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
48053	9805611000001106	73269020	Ramipril 2.5mg capsules (Almus Pharmaceuticals Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
48098	263725001000027104	99501020	Perindopril arginine 4mg with Indapamide 1.25mg tablet	Perindopril Erbumine/Indapamide	4mg + 1.25mg	Tablets	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
48180	13652011000001108	75652020	Perindopril erbumine 4mg tablets (Sandoz Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
48214	12498711000001104	76375020	Perindopril erbumine 4mg tablets (Actavis UK Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
48272	10054911000001104	01893020	Diltiazem 60mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
48282	18311411000001104	01882020	Diltiazem 90mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
48288	18311611000001108	01886020	Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
48398	16998411000001102	77320020	Losartan 25mg tablets (Dexcel-Pharma Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
48457	10055111000001106	01881020	Diltiazem 90mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
48870	19871811000001100	39292020	Adizem-SR 90mg capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49001	10055311000001108	11003020	Diltiazem 120mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	120mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49164	8267511000001108	01588020	Ramipril 10mg capsules (Actavis UK Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
49237	18519711000001104	37887020	Diltiazem 0.2% cream	Diltiazem hydrochloride	2mg/1gram	Cream	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49289	10054711000001108	01884020	Diltiazem 120mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49338	10056111000001100	01966020	Nifedipine 20mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
49390	10055511000001102	01871020	Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	90mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49491	14126011000001108	01545020	Perindopril erbumine 2mg tablets (Consilient Health Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
49492	16971611000001102	01641020	Losartan 25mg tablets (Mylan)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
49500	8784211000001109	20875020	Diltiazem 2% ointment (Drug Tariff Special Order)	Diltiazem hydrochloride	20mg/1gram	Ointment	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
49588	16732611000001102	10510020	Losartan 100mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
49636	19704911000001100	38506020	Amlodipine 10mg tablets (DE Pharmaceuticals)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
49762	10055911000001108	01947020	Nifedipine 10mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
50185	20476311000001108	41315020	Candesartan 8mg tablets (Teva UK Ltd)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
50334	8486811000001108	19817020	Enalapril 4mg/5ml oral suspension	Enalapril maleate	800microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
50347	15416811000001102	34964020	Coversyl Arginine 5mg tablets (Waymade Healthcare Plc)	Perindopril arginine	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
50402	193395001000027104	74621020	Perindopril 2mg Tablet (Servier Laboratories Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
50509	8720411000001108	20723020	Ramipril 10mg/5ml oral solution	Ramipril	2mg/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
50607	246725001000027104	92909020	Perindopril arginine 2mg with Indapamide 625 micrograms tablet	Perindopril Erbumine/Indapamide				02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
50780	12086111000001102	30786020	Enalapril 2mg/5ml oral solution	Enalapril maleate	400microgram/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
50863	8463911000001106	19819020	Enalapril 5mg/5ml oral solution (Drug Tariff Special Order)	Enalapril maleate	1mg/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
50971	17015511000001104	01640020	Losartan 25mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
51117	13840411000001108	01771020	Candesartan 8mg tablets (DE Pharmaceuticals)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
51186	17660711000001104	01643020	Losartan 25mg tablets (Arrow Generics Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
51258	18571111000001108	34961020	Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)	Perindopril arginine/Indapamide	5mg + 1.25mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
51261	18481611000001100	11007020	Tildiem Retard 120mg tablets (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	120mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
51368	449333009	41456020	Azilsartan medoxomil 80mg tablets	Azilsartan medoxomil	80mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Azilsartan	ARB
51433	13754411000001104	66292020	Lisinopril 20mg tablets (Tillomed Laboratories Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
51461	5407511000001101	00865020	Securon SR 240mg tablets (Waymade Healthcare Plc)	Verapamil hydrochloride	240mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
51489	502615001000027136	44014020	Anoheal 2% cream (S.L.A. Pharma (UK) Ltd)	Diltiazem hydrochloride	20mg/1gram	Cream	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
51519	20495911000001108	41317020	Candesartan 8mg tablets (A A H Pharmaceuticals Ltd)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
51601	16749111000001100	77734020	Losartan 50mg tablets (Actavis UK Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
51647	16353011000001102	01764020	Candesartan 4mg tablets (Mawdsley-Brooks & Company Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
51701	16065011000001104	01583020	Ramipril 5mg capsules (Bristol Laboratories Ltd)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
51714	5921211000001103	01572020	Ramipril 2.5mg capsules (Alliance Healthcare (Distribution) Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
51807	19720911000001104	38770020	Coversyl Arginine 5mg tablets (DE Pharmaceuticals)	Perindopril arginine	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
51897	20350911000001100	41680020	Edarbi 20mg tablets (Takeda UK Ltd)	Azilsartan medoxomil	20mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Azilsartan	ARB
51917	14043411000001104	01957020	Adalat LA 60 tablets (Sigma Pharmaceuticals Plc)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
52010	688811000001104	01418020	Enalapril 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Enalapril maleate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
52017	17489111000001104	01952020	Adalat LA 30 tablets (Mawdsley-Brooks & Company Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
52088	17937211000001108	01459020	Lisinopril 5mg tablets (Phoenix Healthcare Distribution Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
52189	17015111000001108	10152020	Losartan 100mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium/Hydrochlorothiazide	100mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
52197	15183911000001104	01582020	Ramipril 5mg capsules (Sigma Pharmaceuticals Plc)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
52208	20496211000001104	41322020	Candesartan 16mg tablets (A A H Pharmaceuticals Ltd)	Candesartan cilexetil	16mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
52276	19872011000001104	39293020	Adizem-XL 180mg capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
52293	8791811000001109	20854020	Captopril 2mg capsules	Captopril	2mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
52399	5632211000001108	01564020	Ramipril 1.25mg capsules (Kent Pharmaceuticals Ltd)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
52407	5632811000001109	01585020	Ramipril 10mg capsules (Kent Pharmaceuticals Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
52427	18226311000001104	10518020	Cozaar 100mg tablets (Necessity Supplies Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
52440	20478011000001104	41782020	Amlodipine 10mg/5ml oral solution	Amlodipine	2mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
52499	8348511000001107	19239020	Captopril 25mg/5ml oral solution	Captopril	5mg/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
52559	20913011000001104	42156020	Candesartan 8mg tablets (Zentiva)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
52658	15451211000001100	36312020	Losartan 100mg/5ml oral suspension	Losartan potassium	20mg/1ml	Oral suspension	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
52659	14159411000001106	35425020	Losartan 50mg/5ml oral solution	Losartan potassium	10mg/1ml	Oral solution	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
52701	18481911000001108	01902020	Tildiem LA 200 capsules (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	200mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
52728	16141111000001106	01077020	Beta-Adalat modified-release capsules (Lexon (UK) Ltd)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000/02060200	Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers	Combo	Combo	Combo
52858	14206911000001100	10088020	Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc)	Valsartan/Hydrochlorothiazide	80mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
52882	20092911000001108	40203020	Enalapril 5mg/5ml oral suspension sugar free	Enalapril maleate	1mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
52886	17015311000001104	35998020	Losartan 12.5mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium	12.5mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
52972	14261011000001108	01748020	Irbesartan 300mg tablets (Sigma Pharmaceuticals Plc)	Irbesartan	300mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
53058	20319211000001108	40612020	Perindopril erbumine 8mg tablets (Sandoz Ltd)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
53220	18987611000001108	99791020	Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Hydrochlorothiazide/Amlodipine besilate	40mg + 25mg + 10mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
53271	912911000001107	01463020	Lisinopril 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
53278	17574611000001108	01953020	Adalat LA 30 tablets (Necessity Supplies Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
53357	8670111000001106	20553020	Nifedipine 10mg/5ml oral suspension	Nifedipine	2mg/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
53500	13824711000001104	01950020	Adalat LA 30 tablets (DE Pharmaceuticals)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
53551	17937611000001104	01484020	Lisinopril 20mg tablets (Phoenix Healthcare Distribution Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
53612	5937511000001108	10700020	Ramipril 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Ramipril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
53621	16064811000001100	01576020	Ramipril 2.5mg capsules (Bristol Laboratories Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
53629	16135011000001106	01972020	Adalat retard 20mg tablets (Lexon (UK) Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
53680	20476511000001104	41320020	Candesartan 16mg tablets (Teva UK Ltd)	Candesartan cilexetil	16mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
53719	367611000001108	01427020	Enalapril 20mg tablets (Alliance Healthcare (Distribution) Ltd)	Enalapril maleate	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
53755	20476011000001104	41310020	Candesartan 4mg tablets (Teva UK Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
53820	10386011000001108	69229020	Lisinopril 5mg tablets (Arrow Generics Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
53833	19827711000001100	38960020	Valsartan 160mg capsules (Mylan)	Valsartan	160mg	Capsule	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
53868	8038211000001107	68406020	Amlodipine 5mg tablets (Actavis UK Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
53915	11553911000001104	61780020	Enalapril 5mg tablets (Dexcel-Pharma Ltd)	Enalapril maleate	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
53990	8670311000001108	20557020	Nifedipine 5mg/5ml oral suspension	Nifedipine	1mg/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
54037	10290011000001104	01467020	Lisinopril 10mg tablets (Relonchem Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
54049	18464011000001108	01669020	Losartan 50mg tablets (Accord Healthcare Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54057	17024311000001100	77299020	Losartan 50mg tablets (Teva UK Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54201	13845711000001108	75924020	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
54283	8594211000001106	20380020	Lisinopril 5mg/5ml oral suspension (Special Order)	Lisinopril	1mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
54288	10386411000001100	69238020	Lisinopril 10mg tablets (Arrow Generics Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
54298	10412211000001104	70068020	Ramipril 2.5mg capsules (Arrow Generics Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
54326	20476711000001108	41435020	Candesartan 32mg tablets (Teva UK Ltd)	Candesartan cilexetil	32mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
54345	15162111000001104	10867020	Trandolapril 4mg capsules (Arrow Generics Ltd)	Trandolapril	4mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
54404	16749311000001104	77737020	Losartan 100mg tablets (Actavis UK Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54414	20530511000001104	41324020	Candesartan 16mg tablets (Consilient Health Ltd)	Candesartan cilexetil	16mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
54512	243735001000027104	91738020	Lisinopril Oral solution	Lisinopril		Oral Solution		02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
54515	7304811000001100	02008020	Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
